"Family ID","Father Alive","Mother Alive","Father's Education","Mother's Education","Father's Job","Mother's Job","Marital Status","Family Income","Number of Family Members",Gender,"School Type",Stage,Grade,"Tutoring Support","Social Activities","Chronic Disease","First Semester Average","Second Semester Average","Difference (Semester 2 - Semester 1)","Daily Smart Device Usage","Other Influencing Factors","Additional Suggestions","Response Language","Submission Date"
1,Yes,Yes,Master's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Private,Primary,Fourth,No,Yes,Yes,100.00,100.00,0.00,"1 - 3 hours","تشجيع الوالدين والمعلمين",,Arabic,"2026-07-09 11:41:54"
2,Yes,Yes,Master's,Bachelor's,Employed,Unemployed,Married,"700 – 1000 BHD",2,Female,Government,Primary,Fourth,Yes,Yes,No,99.00,100.00,1.00,"Less than an hour",,,Arabic,"2026-07-09 13:47:39"
3,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",2,Male,Government,Primary,First,Yes,Yes,No,90.00,92.00,2.00,"Less than an hour",لا,,Arabic,"2026-07-10 16:43:18"
4,Yes,Yes,Bachelor's,Bachelor's,Unemployed,Unemployed,Married,"More than 1000 BHD",2,Female,Private,Primary,Sixth,No,Yes,No,93.00,95.00,2.00,"3 - 5 hours","رغبة الطالب في تحصيل العلوم.",,Arabic,"2026-07-11 14:59:17"
4,Yes,Yes,Bachelor's,Bachelor's,Unemployed,Unemployed,Married,"More than 1000 BHD",2,Female,Government,Secondary,Second,Yes,Yes,No,95.00,96.00,1.00,"1 - 3 hours","رغبة الطالب في تحصيل العلوم.",,Arabic,"2026-07-11 14:59:17"
5,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",2,Female,Government,Primary,Fourth,No,Yes,No,99.80,99.90,0.10,"1 - 3 hours",,,Arabic,"2026-07-11 15:00:17"
6,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",1,Female,Private,Primary,Third,No,Yes,No,97.00,99.00,2.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-11 15:02:10"
7,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",2,Female,Government,Primary,Fourth,No,Yes,No,99.80,99.80,0.00,"1 - 3 hours",,,Arabic,"2026-07-11 15:13:37"
8,Yes,Yes,Bachelor's,Secondary,Employed,Employed,Married,"More than 1000 BHD",2,Male,Government,Intermediate,First,No,Yes,No,99.00,99.00,0.00,"3 - 5 hours","نعم المستوى التعليمي للوالدين، والمستوى المعيشي، والبيئة العائلية القريبة",,Arabic,"2026-07-11 15:15:19"
8,Yes,Yes,Bachelor's,Secondary,Employed,Employed,Married,"More than 1000 BHD",2,Female,Government,Intermediate,First,No,No,No,98.00,98.00,0.00,"3 - 5 hours","نعم المستوى التعليمي للوالدين، والمستوى المعيشي، والبيئة العائلية القريبة",,Arabic,"2026-07-11 15:15:19"
9,Yes,Yes,Diploma,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Female,Government,Intermediate,Third,Yes,No,No,98.00,98.00,0.00,"More than 5 hours","الحرب و تحويلهم عن بعد",,Arabic,"2026-07-11 15:21:36"
9,Yes,Yes,Diploma,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Government,Primary,Sixth,Yes,No,No,97.00,91.00,-6.00,"More than 5 hours","الحرب و تحويلهم عن بعد",,Arabic,"2026-07-11 15:21:36"
10,Yes,Yes,Master's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Female,Government,Intermediate,Third,Yes,Yes,No,99.00,99.00,0.00,"3 - 5 hours",لا,لايوجد,Arabic,"2026-07-11 15:26:16"
10,Yes,Yes,Master's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Government,Intermediate,Second,Yes,Yes,No,99.00,99.00,0.00,"3 - 5 hours",لا,لايوجد,Arabic,"2026-07-11 15:26:16"
10,Yes,Yes,Master's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Female,Government,Primary,Fifth,Yes,Yes,No,98.00,98.00,0.00,"1 - 3 hours",لا,لايوجد,Arabic,"2026-07-11 15:26:16"
11,Yes,Yes,Secondary,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Primary,Fifth,Yes,Yes,No,96.50,95.00,-1.50,"1 - 3 hours",ا,"لا يوجد",Arabic,"2026-07-11 15:38:01"
11,Yes,Yes,Secondary,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Primary,Third,Yes,Yes,No,98.50,98.00,-0.50,"1 - 3 hours",ا,"لا يوجد",Arabic,"2026-07-11 15:38:01"
11,Yes,Yes,Secondary,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Primary,First,Yes,Yes,No,99.50,99.00,-0.50,"1 - 3 hours",ا,"لا يوجد",Arabic,"2026-07-11 15:38:01"
12,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"700 – 1000 BHD",4,Male,Government,Primary,Sixth,Yes,Yes,Yes,99.00,99.00,0.00,"1 - 3 hours",لا,,Arabic,"2026-07-11 15:40:01"
12,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"700 – 1000 BHD",4,Female,Government,Secondary,First,No,Yes,No,98.00,98.60,0.60,"3 - 5 hours",لا,,Arabic,"2026-07-11 15:40:01"
12,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"700 – 1000 BHD",4,Female,Government,Primary,Third,No,No,No,100.00,100.00,0.00,"1 - 3 hours",لا,,Arabic,"2026-07-11 15:40:01"
13,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",3,Male,Government,Secondary,Third,Yes,Yes,No,95.00,98.00,3.00,"More than 5 hours",,,Arabic,"2026-07-11 15:53:39"
13,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",3,Female,Government,Intermediate,Second,Yes,Yes,No,99.00,99.00,0.00,"More than 5 hours",,,Arabic,"2026-07-11 15:53:39"
13,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",3,Female,Government,Primary,Second,Yes,Yes,No,100.00,99.00,-1.00,"1 - 3 hours",,,Arabic,"2026-07-11 15:53:39"
14,Yes,Yes,Diploma,Diploma,Unemployed,Self-employed,Married,"700 – 1000 BHD",4,Female,Government,Primary,Second,No,Yes,No,97.00,97.00,0.00,"Less than an hour",,,Arabic,"2026-07-11 15:53:42"
14,Yes,Yes,Diploma,Diploma,Unemployed,Self-employed,Married,"700 – 1000 BHD",4,Female,Government,Primary,Fifth,No,Yes,No,95.00,98.50,3.50,"Less than an hour",,,Arabic,"2026-07-11 15:53:42"
14,Yes,Yes,Diploma,Diploma,Unemployed,Self-employed,Married,"700 – 1000 BHD",4,Female,Government,Intermediate,Second,No,Yes,No,97.00,98.25,1.25,"Less than an hour",,,Arabic,"2026-07-11 15:53:42"
15,Yes,Yes,Master's,Bachelor's,Self-employed,Employed,Married,"More than 1000 BHD",3,Female,Private,Intermediate,First,No,No,No,99.00,99.50,0.50,"1 - 3 hours",لا,,Arabic,"2026-07-11 16:22:14"
15,Yes,Yes,Master's,Bachelor's,Self-employed,Employed,Married,"More than 1000 BHD",3,Male,Private,Primary,Third,No,No,Yes,95.00,95.00,0.00,"1 - 3 hours",لا,,Arabic,"2026-07-11 16:22:14"
16,Yes,Yes,Secondary,Secondary,Self-employed,Unemployed,Married,"700 – 1000 BHD",1,Male,Private,Primary,Third,No,Yes,No,95.00,95.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-11 16:34:59"
17,Yes,Yes,Bachelor's,Secondary,Employed,Unemployed,Married,"More than 1000 BHD",4,Male,Private,Primary,Sixth,No,No,No,95.00,95.00,0.00,"3 - 5 hours",,,Arabic,"2026-07-11 17:03:42"
18,Yes,Yes,Bachelor's,Bachelor's,Employed,Retired,Married,"More than 1000 BHD",4,Female,Private,Secondary,First,No,No,No,80.00,94.00,14.00,"3 - 5 hours","الانشغالات الاخرى في العالم الافتراضي",,Arabic,"2026-07-11 17:14:08"
19,Yes,Yes,Bachelor's,Bachelor's,Retired,Employed,Married,"700 – 1000 BHD",4,Male,Government,Intermediate,Third,No,Yes,No,96.00,97.00,1.00,"3 - 5 hours",,,Arabic,"2026-07-11 17:14:14"
19,Yes,Yes,Bachelor's,Bachelor's,Retired,Employed,Married,"700 – 1000 BHD",4,Male,Government,Primary,Fifth,No,Yes,No,98.00,98.00,0.00,"3 - 5 hours",,,Arabic,"2026-07-11 17:14:14"
20,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",3,Female,Government,Primary,Sixth,Yes,No,No,98.00,99.00,1.00,"1 - 3 hours",,,Arabic,"2026-07-11 17:17:22"
20,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"700 – 1000 BHD",3,Male,Government,Primary,Third,Yes,Yes,No,100.00,99.00,-1.00,"1 - 3 hours",,,Arabic,"2026-07-11 17:17:22"
21,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"More than 1000 BHD",2,Male,Government,Primary,First,No,No,No,98.00,99.00,1.00,"3 - 5 hours","نادرا جدا ما يأكل الطعام الصحي او لا يأكل الطعام الصحي بتاتا","لا يوجد",Arabic,"2026-07-11 17:43:43"
22,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",2,Male,Government,Primary,Fourth,No,No,Yes,90.00,96.00,6.00,"3 - 5 hours",لا,"لا يوجد",Arabic,"2026-07-11 17:51:12"
23,Yes,Yes,Bachelor's,Diploma,Employed,Employed,Married,"More than 1000 BHD",4,Female,Government,Secondary,First,Yes,Yes,No,99.20,99.60,0.40,"1 - 3 hours",,,Arabic,"2026-07-11 17:53:41"
23,Yes,Yes,Bachelor's,Diploma,Employed,Employed,Married,"More than 1000 BHD",4,Male,Government,Intermediate,First,Yes,Yes,No,100.00,100.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-11 17:53:41"
23,Yes,Yes,Bachelor's,Diploma,Employed,Employed,Married,"More than 1000 BHD",4,Female,Government,Primary,Fourth,Yes,No,No,100.00,100.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-11 17:53:41"
24,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"More than 1000 BHD",3,Male,Government,Intermediate,First,Yes,No,No,99.40,100.00,0.60,"3 - 5 hours",,,Arabic,"2026-07-11 17:57:31"
24,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"More than 1000 BHD",3,Male,Government,Primary,Fifth,Yes,No,No,99.60,100.00,0.40,"3 - 5 hours",,,Arabic,"2026-07-11 17:57:31"
25,Yes,Yes,Diploma,Secondary,Employed,Unemployed,Married,"700 – 1000 BHD",4,Male,Government,Secondary,Second,Yes,Yes,No,88.00,90.00,2.00,"More than 5 hours",لا,لا,Arabic,"2026-07-11 18:03:11"
25,Yes,Yes,Diploma,Secondary,Employed,Unemployed,Married,"700 – 1000 BHD",4,Male,Government,Intermediate,Second,No,No,No,90.00,91.00,1.00,"More than 5 hours",لا,لا,Arabic,"2026-07-11 18:03:11"
26,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Female,Government,Primary,Fifth,Yes,Yes,No,100.00,100.00,0.00,"Less than an hour","الجانب النفسي والمعنوي","الجانب النفسي والمعنوي",Arabic,"2026-07-11 18:08:56"
27,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",1,Male,Private,Primary,Fifth,Yes,No,No,90.00,90.00,0.00,"More than 5 hours","عمل الابوين الى ساعات طويلة  تؤثر على متابع الطفل تعليميا",,Arabic,"2026-07-11 18:27:00"
28,Yes,Yes,Bachelor's,Diploma,Employed,Employed,Married,"700 – 1000 BHD",2,Male,Government,Primary,First,Yes,No,No,99.00,99.00,0.00,"3 - 5 hours","الدوام عن بعد - الحرب",,Arabic,"2026-07-11 18:41:35"
29,Yes,Yes,Bachelor's,Bachelor's,Retired,Retired,Married,"More than 1000 BHD",4,Female,Government,Secondary,Second,Yes,Yes,Yes,95.00,96.00,1.00,"More than 5 hours",لا,لا,Arabic,"2026-07-11 18:46:34"
29,Yes,Yes,Bachelor's,Bachelor's,Retired,Retired,Married,"More than 1000 BHD",4,Female,Government,Secondary,Third,Yes,Yes,No,94.00,96.00,2.00,"More than 5 hours",لا,لا,Arabic,"2026-07-11 18:46:34"
30,Yes,Yes,Master's,Bachelor's,Unemployed,Unemployed,Married,"300 – 700 BHD",2,Male,Government,Primary,Third,No,Yes,Yes,100.00,99.00,-1.00,"1 - 3 hours","الطفل الأول يعاني من حساسية الغلوتين مما يعرضه لنوبات ألم المعدة

الطفلة الثانية نعاني من شحمية مما يؤثر على نومها بعض الأحيان",,Arabic,"2026-07-11 18:48:51"
30,Yes,Yes,Master's,Bachelor's,Unemployed,Unemployed,Married,"300 – 700 BHD",2,Female,Government,Primary,Second,No,Yes,No,100.00,100.00,0.00,"1 - 3 hours","الطفل الأول يعاني من حساسية الغلوتين مما يعرضه لنوبات ألم المعدة

الطفلة الثانية نعاني من شحمية مما يؤثر على نومها بعض الأحيان",,Arabic,"2026-07-11 18:48:51"
31,Yes,Yes,Intermediate,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",2,Male,Government,Primary,Second,No,Yes,Yes,99.60,99.40,-0.20,"Less than an hour","السكن في منزل العائلة",,Arabic,"2026-07-11 18:50:56"
32,Yes,Yes,Diploma,Master's,Employed,Employed,Married,"More than 1000 BHD",4,Male,Government,Intermediate,Third,Yes,Yes,No,89.00,92.00,3.00,"More than 5 hours",,,Arabic,"2026-07-11 18:51:47"
32,Yes,Yes,Diploma,Master's,Employed,Employed,Married,"More than 1000 BHD",4,Male,Government,Primary,Third,Yes,Yes,No,92.00,98.00,6.00,"3 - 5 hours",,,Arabic,"2026-07-11 18:51:47"
32,Yes,Yes,Diploma,Master's,Employed,Employed,Married,"More than 1000 BHD",4,Male,Government,Secondary,Third,Yes,Yes,Yes,78.00,80.10,2.10,"3 - 5 hours",,,Arabic,"2026-07-11 18:51:47"
33,Yes,No,Bachelor's,Primary,Employed,Unemployed,Widower,"700 – 1000 BHD",3,Male,Government,Secondary,Third,Yes,Yes,No,93.00,88.00,-5.00,"3 - 5 hours",,,Arabic,"2026-07-11 19:09:49"
33,Yes,No,Bachelor's,Primary,Employed,Unemployed,Widower,"700 – 1000 BHD",3,Male,Government,Secondary,Second,Yes,No,No,88.00,91.00,3.00,"3 - 5 hours",,,Arabic,"2026-07-11 19:09:49"
34,Yes,Yes,Bachelor's,Bachelor's,Retired,Retired,Married,"700 – 1000 BHD",6,Female,Government,Secondary,Third,Yes,No,No,95.00,95.00,0.00,"3 - 5 hours",,,Arabic,"2026-07-11 19:37:00"
34,Yes,Yes,Bachelor's,Bachelor's,Retired,Retired,Married,"700 – 1000 BHD",6,Female,Government,Primary,Sixth,Yes,Yes,No,97.00,98.00,1.00,"3 - 5 hours",,,Arabic,"2026-07-11 19:37:00"
34,Yes,Yes,Bachelor's,Bachelor's,Retired,Retired,Married,"700 – 1000 BHD",6,Male,Government,Intermediate,Third,Yes,No,No,95.00,96.00,1.00,"3 - 5 hours",,,Arabic,"2026-07-11 19:37:00"
35,Yes,Yes,Secondary,Diploma,Employed,Employed,Married,"More than 1000 BHD",4,Male,Government,Primary,Sixth,No,Yes,No,95.00,95.00,0.00,"Less than an hour",,,Arabic,"2026-07-11 19:46:55"
35,Yes,Yes,Secondary,Diploma,Employed,Employed,Married,"More than 1000 BHD",4,Male,Government,Primary,Fifth,No,Yes,No,99.00,99.00,0.00,"Less than an hour",,,Arabic,"2026-07-11 19:46:55"
36,Yes,Yes,Secondary,Secondary,Employed,Unemployed,Married,"700 – 1000 BHD",1,Male,Government,Primary,Second,Yes,Yes,Yes,95.00,93.00,-2.00,"More than 5 hours",,,Arabic,"2026-07-11 19:57:18"
37,Yes,Yes,Secondary,Secondary,Employed,Unemployed,Married,"700 – 1000 BHD",1,Male,Government,Primary,Second,Yes,Yes,Yes,96.00,93.00,-3.00,"More than 5 hours",,,Arabic,"2026-07-11 19:59:14"
38,Yes,Yes,PhD,Master's,Employed,Unemployed,Married,"More than 1000 BHD",2,Female,Government,Secondary,Third,Yes,Yes,No,99.00,99.00,0.00,"Less than an hour","عدم كفاية الراتب لمتطلبات الابناء
عدم تفاهم الوالدين في الاسرة
انشغال الاب بالدراسة وبالعمل الاجتماعي
ضعف ثقافة الام في التربية","دراسة قيمة جدا وفقكم الله..
حبذا وضع ايميلكم ليتواصل معكم من تفاعلوا 
وحبذا لو ترسلون لهم النتائج بعد اكمال الدراسة ..",Arabic,"2026-07-11 20:00:19"
38,Yes,Yes,PhD,Master's,Employed,Unemployed,Married,"More than 1000 BHD",2,Female,Government,Intermediate,First,Yes,Yes,Yes,100.00,100.00,0.00,"Less than an hour","عدم كفاية الراتب لمتطلبات الابناء
عدم تفاهم الوالدين في الاسرة
انشغال الاب بالدراسة وبالعمل الاجتماعي
ضعف ثقافة الام في التربية","دراسة قيمة جدا وفقكم الله..
حبذا وضع ايميلكم ليتواصل معكم من تفاعلوا 
وحبذا لو ترسلون لهم النتائج بعد اكمال الدراسة ..",Arabic,"2026-07-11 20:00:19"
39,Yes,Yes,Master's,Bachelor's,Retired,Retired,Married,"More than 1000 BHD",4,Female,Government,Intermediate,First,No,No,No,98.70,99.40,0.70,"More than 5 hours",,,Arabic,"2026-07-11 20:07:11"
39,Yes,Yes,Master's,Bachelor's,Retired,Retired,Married,"More than 1000 BHD",4,Male,Private,Primary,Fourth,No,No,No,95.00,95.00,0.00,"More than 5 hours",,,Arabic,"2026-07-11 20:07:11"
40,Yes,Yes,Bachelor's,Secondary,Employed,Unemployed,Married,"700 – 1000 BHD",4,Male,Private,Secondary,First,Yes,Yes,Yes,96.00,96.00,0.00,"3 - 5 hours","اهتمام الوالدين ومتابعة دروسهم",,Arabic,"2026-07-11 20:07:34"
40,Yes,Yes,Bachelor's,Secondary,Employed,Unemployed,Married,"700 – 1000 BHD",4,Male,Private,Intermediate,First,Yes,Yes,No,96.00,96.00,0.00,"3 - 5 hours","اهتمام الوالدين ومتابعة دروسهم",,Arabic,"2026-07-11 20:07:34"
40,Yes,Yes,Bachelor's,Secondary,Employed,Unemployed,Married,"700 – 1000 BHD",4,Female,Government,Primary,Third,Yes,No,No,94.00,96.00,2.00,"3 - 5 hours","اهتمام الوالدين ومتابعة دروسهم",,Arabic,"2026-07-11 20:07:34"
41,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Government,Intermediate,Third,Yes,Yes,No,99.00,99.10,0.10,"More than 5 hours",,,Arabic,"2026-07-11 20:11:40"
41,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Government,Primary,Sixth,Yes,Yes,Yes,99.10,99.30,0.20,"More than 5 hours",,,Arabic,"2026-07-11 20:11:40"
42,Yes,Yes,Bachelor's,Diploma,Employed,Employed,Married,"More than 1000 BHD",3,Male,Government,Primary,Fifth,Yes,Yes,No,95.00,99.00,4.00,"1 - 3 hours","المقارنات وعدممراعاة مستوى الطالب",,Arabic,"2026-07-11 20:33:27"
42,Yes,Yes,Bachelor's,Diploma,Employed,Employed,Married,"More than 1000 BHD",3,Female,Private,Primary,First,Yes,Yes,No,90.00,97.00,7.00,"1 - 3 hours","المقارنات وعدممراعاة مستوى الطالب",,Arabic,"2026-07-11 20:33:27"
43,Yes,Yes,Bachelor's,Bachelor's,Retired,Employed,Married,"700 – 1000 BHD",5,Female,Government,Secondary,First,No,No,No,90.00,92.00,2.00,"3 - 5 hours",,,Arabic,"2026-07-11 20:33:50"
43,Yes,Yes,Bachelor's,Bachelor's,Retired,Employed,Married,"700 – 1000 BHD",5,Female,Government,Intermediate,Second,No,No,No,89.00,94.00,5.00,"3 - 5 hours",,,Arabic,"2026-07-11 20:33:50"
44,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",2,Female,Government,Primary,Fourth,No,Yes,No,93.00,95.00,2.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-11 20:36:48"
45,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",4,Male,Government,Primary,Fifth,No,Yes,No,90.00,90.00,0.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-11 20:39:10"
45,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",4,Female,Government,Intermediate,Third,Yes,No,No,90.00,90.00,0.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-11 20:39:10"
45,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",4,Female,Government,Secondary,Third,No,Yes,No,92.00,92.00,0.00,"3 - 5 hours",لا,لا,Arabic,"2026-07-11 20:39:10"
46,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",2,Male,Government,Primary,First,No,Yes,No,100.00,98.25,-1.75,"1 - 3 hours","نعم التعلم أون لاين",,Arabic,"2026-07-11 20:39:24"
47,Yes,Yes,Diploma,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Primary,Fourth,Yes,No,No,92.00,95.30,3.30,"1 - 3 hours","لا يوجد","لا يوجد",Arabic,"2026-07-11 20:41:52"
47,Yes,Yes,Diploma,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Primary,Third,Yes,No,No,98.00,98.00,0.00,"1 - 3 hours","لا يوجد","لا يوجد",Arabic,"2026-07-11 20:41:52"
47,Yes,Yes,Diploma,Secondary,Employed,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Primary,Second,No,No,No,98.00,98.00,0.00,"1 - 3 hours","لا يوجد","لا يوجد",Arabic,"2026-07-11 20:41:52"
48,Yes,Yes,Diploma,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Secondary,First,No,No,No,90.30,95.40,5.10,"3 - 5 hours",,,Arabic,"2026-07-11 20:45:30"
48,Yes,Yes,Diploma,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Intermediate,Second,No,No,No,95.00,98.00,3.00,"3 - 5 hours",,,Arabic,"2026-07-11 20:45:30"
48,Yes,Yes,Diploma,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",4,Male,Government,Primary,Fifth,Yes,Yes,No,95.00,98.00,3.00,"3 - 5 hours",,,Arabic,"2026-07-11 20:45:30"
48,Yes,Yes,Diploma,Diploma,Retired,Unemployed,Married,"300 – 700 BHD",4,Female,Government,Primary,First,Yes,No,No,100.00,100.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-11 20:45:30"
49,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",4,Female,Government,Primary,First,Yes,Yes,Yes,88.00,88.00,0.00,"1 - 3 hours","لا يوجد","لا يوجد",Arabic,"2026-07-11 20:57:01"
49,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",4,Female,Government,Primary,Sixth,Yes,Yes,Yes,99.00,99.00,0.00,"3 - 5 hours","لا يوجد","لا يوجد",Arabic,"2026-07-11 20:57:01"
49,Yes,Yes,Bachelor's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",4,Female,Government,Intermediate,Third,Yes,Yes,Yes,99.00,99.00,0.00,"1 - 3 hours","لا يوجد","لا يوجد",Arabic,"2026-07-11 20:57:01"
50,Yes,Yes,Intermediate,Primary,Retired,Unemployed,Married,"700 – 1000 BHD",9,Male,Government,Intermediate,Third,No,Yes,No,95.00,98.00,3.00,"3 - 5 hours",,,Arabic,"2026-07-11 21:33:04"
50,Yes,Yes,Intermediate,Primary,Retired,Unemployed,Married,"700 – 1000 BHD",9,Male,Government,Intermediate,First,Yes,Yes,No,92.00,96.00,4.00,"3 - 5 hours",,,Arabic,"2026-07-11 21:33:04"
50,Yes,Yes,Intermediate,Primary,Retired,Unemployed,Married,"700 – 1000 BHD",9,Male,Government,Primary,Fourth,No,Yes,Yes,98.00,99.00,1.00,"1 - 3 hours",,,Arabic,"2026-07-11 21:33:04"
50,Yes,Yes,Intermediate,Primary,Retired,Unemployed,Married,"700 – 1000 BHD",9,Male,Government,Intermediate,Second,Yes,Yes,Yes,98.00,99.00,1.00,"1 - 3 hours",,,Arabic,"2026-07-11 21:33:04"
50,Yes,Yes,Intermediate,Primary,Retired,Unemployed,Married,"700 – 1000 BHD",9,Male,Government,Secondary,Second,Yes,No,Yes,93.00,96.00,3.00,"3 - 5 hours",,,Arabic,"2026-07-11 21:33:04"
50,Yes,Yes,Intermediate,Primary,Retired,Unemployed,Married,"700 – 1000 BHD",9,Male,Government,Secondary,First,Yes,Yes,Yes,99.00,99.00,0.00,"3 - 5 hours",,,Arabic,"2026-07-11 21:33:04"
50,Yes,Yes,Intermediate,Primary,Retired,Unemployed,Married,"700 – 1000 BHD",9,Male,Government,Secondary,Third,Yes,Yes,Yes,99.00,99.00,0.00,"Less than an hour",,,Arabic,"2026-07-11 21:33:04"
51,Yes,No,Secondary,Secondary,Retired,Unemployed,Widower,"300 – 700 BHD",4,Male,Government,Primary,Third,No,Yes,Yes,90.00,88.00,-2.00,"1 - 3 hours",,,Arabic,"2026-07-11 22:31:37"
51,Yes,No,Secondary,Secondary,Retired,Unemployed,Widower,"300 – 700 BHD",4,Male,Government,Primary,Second,No,Yes,No,80.00,79.00,-1.00,"1 - 3 hours",,,Arabic,"2026-07-11 22:31:37"
51,Yes,No,Secondary,Secondary,Retired,Unemployed,Widower,"300 – 700 BHD",4,Female,Government,Primary,First,No,Yes,No,75.00,77.00,2.00,"1 - 3 hours",,,Arabic,"2026-07-11 22:31:37"
52,Yes,Yes,Master's,Master's,Employed,Unemployed,Married,"More than 1000 BHD",2,Female,Government,Secondary,Second,No,No,No,96.00,97.00,1.00,"More than 5 hours",,,Arabic,"2026-07-12 01:19:39"
53,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",1,Male,Government,Primary,Third,No,Yes,No,95.00,99.00,4.00,"1 - 3 hours",لا,لا,Arabic,"2026-07-12 03:01:42"
54,Yes,Yes,Master's,Bachelor's,Employed,Employed,Married,"More than 1000 BHD",3,Male,Private,Primary,Third,No,Yes,No,95.00,98.00,3.00,"1 - 3 hours",,,Arabic,"2026-07-12 03:23:12"
55,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"700 – 1000 BHD",3,Male,Government,Primary,Second,Yes,Yes,No,100.00,99.00,-1.00,"1 - 3 hours",,,Arabic,"2026-07-12 04:07:23"
55,Yes,Yes,Bachelor's,Bachelor's,Employed,Unemployed,Married,"700 – 1000 BHD",3,Female,Private,Primary,First,Yes,Yes,No,100.00,100.00,0.00,"1 - 3 hours",,,Arabic,"2026-07-12 04:07:23"
56,Yes,Yes,Secondary,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",3,Female,Government,Primary,Fourth,No,No,No,92.00,95.00,3.00,"1 - 3 hours",الأصدقاء,لا,Arabic,"2026-07-12 04:46:24"
56,Yes,Yes,Secondary,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",3,Female,Government,Intermediate,First,No,No,No,95.00,95.00,0.00,"3 - 5 hours",الأصدقاء,لا,Arabic,"2026-07-12 04:46:24"
56,Yes,Yes,Secondary,Bachelor's,Employed,Unemployed,Married,"300 – 700 BHD",3,Female,Government,Secondary,Third,No,No,No,95.00,96.00,1.00,"3 - 5 hours",الأصدقاء,لا,Arabic,"2026-07-12 04:46:24"
